robbert,coefficient,abs_imp
dim_590,0.023209516858873066,0.023209516858873066
dim_179,-0.01159855518493692,0.01159855518493692
dim_270,-0.010951632169012075,0.010951632169012075
dim_478,0.009989392601751395,0.009989392601751395
dim_691,-0.00742768138112483,0.00742768138112483
dim_52,0.005076367911192388,0.005076367911192388
dim_555,-0.0035396581928373496,0.0035396581928373496
dim_351,-0.00023347292940476,0.00023347292940476
